% Model:              Turing_dirichlet_growing_domain - Copy.mph
% Version:            COMSOL 5.1.0.234
% Date:               Jan 20 2022, 16:46
% Dimension:          1
% Nodes:              1001
% Expressions:        101
% Description:        Dependent variable u
% x                       u (1) @ t=0              u (1) @ t=10             u (1) @ t=20             u (1) @ t=30             u (1) @ t=40             u (1) @ t=50             u (1) @ t=60             u (1) @ t=70             u (1) @ t=80             u (1) @ t=90             u (1) @ t=100            u (1) @ t=110            u (1) @ t=120            u (1) @ t=130            u (1) @ t=140            u (1) @ t=150            u (1) @ t=160            u (1) @ t=170            u (1) @ t=180            u (1) @ t=190            u (1) @ t=200            u (1) @ t=210            u (1) @ t=220            u (1) @ t=230            u (1) @ t=240            u (1) @ t=250            u (1) @ t=260            u (1) @ t=270            u (1) @ t=280            u (1) @ t=290            u (1) @ t=300            u (1) @ t=310            u (1) @ t=320            u (1) @ t=330            u (1) @ t=340            u (1) @ t=350            u (1) @ t=360            u (1) @ t=370            u (1) @ t=380            u (1) @ t=390            u (1) @ t=400            u (1) @ t=410            u (1) @ t=420            u (1) @ t=430            u (1) @ t=440            u (1) @ t=450            u (1) @ t=460            u (1) @ t=470            u (1) @ t=480            u (1) @ t=490            u (1) @ t=500            u (1) @ t=510            u (1) @ t=520            u (1) @ t=530            u (1) @ t=540            u (1) @ t=550            u (1) @ t=560            u (1) @ t=570            u (1) @ t=580            u (1) @ t=590            u (1) @ t=600            u (1) @ t=610            u (1) @ t=620            u (1) @ t=630            u (1) @ t=640            u (1) @ t=650            u (1) @ t=660            u (1) @ t=670            u (1) @ t=680            u (1) @ t=690            u (1) @ t=700            u (1) @ t=710            u (1) @ t=720            u (1) @ t=730            u (1) @ t=740            u (1) @ t=750            u (1) @ t=760            u (1) @ t=770            u (1) @ t=780            u (1) @ t=790            u (1) @ t=800            u (1) @ t=810            u (1) @ t=820            u (1) @ t=830            u (1) @ t=840            u (1) @ t=850            u (1) @ t=860            u (1) @ t=870            u (1) @ t=880            u (1) @ t=890            u (1) @ t=900            u (1) @ t=910            u (1) @ t=920            u (1) @ t=930            u (1) @ t=940            u (1) @ t=950            u (1) @ t=960            u (1) @ t=970            u (1) @ t=980            u (1) @ t=990            u (1) @ t=1000
-0.5                      2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2                        2
-0.4989999999999999       2.0010080038940394       2.092347637669217        16.878063543024357       16.878933399477702       16.877144734002226       16.875806410121953       16.8748007631022         16.874008317114377       16.8734054652604         16.872971680737006       16.872629684640966       16.87240120524171        16.87227337537011        16.87215873935403        16.872105966257998       16.872109364852182       16.87208520582198        16.87207798904497        16.872087671006653       16.87209894797367        16.872110224940684       16.872121501907696       16.87213277887471        16.872144055841726       16.87215533280874        16.872159272027144       16.87216200033714        16.87216472864714        16.872167456957136       16.872170185267134       16.87217291357713        16.87217564188713        16.872178370197126       16.872181098507124       16.87218382681712        16.8721847299028         16.87218533178172        16.87218593366064        16.872186535539562       16.872187137418482       16.872187739297406       16.872188341176326       16.872188943055246       16.87218954493417        16.87219014681309        16.872190253709693       16.87219027892208        16.87219030413447        16.872190329346857       16.872190354559244       16.87219037977163        16.872190404984018       16.872190430196405       16.872190455408795       16.87219048062118        16.872190557252345       16.872190642368864       16.872190727485382       16.872190812601904       16.872190897718422       16.872190982834944       16.872191067951462       16.87219115306798        16.8721912381845         16.87219132330102        16.872191319880358       16.87219130184889        16.87219128381742        16.87219126578595        16.872191247754483       16.87219122972301        16.872191211691543       16.872191193660072       16.872191175628604       16.872191157597133       16.872191177409142       16.87219120346625        16.87219122952336        16.872191255580468       16.872191281637576       16.872191307694685       16.872191333751793       16.8721913598089         16.87219138586601        16.87219141192312        16.87219140217675        16.87219138652193        16.87219137086711        16.87219135521229        16.87219133955747        16.87219132390265        16.87219130824783        16.872191292593012       16.872191276938192       16.872191261283373       16.872191270767377       16.872191284399904       16.87219129803243        16.872191311664956       16.87219132529748        16.872191338930005
-0.4979999999999998       2.00201464795454         2.1848154777286726       31.1230669458324         31.12473357339867        31.121292749494522       31.118718141062292       31.116783526559548       31.115259059981415       31.114099317102752       31.113264809948323       31.112606894950787       31.112167366490674       31.11192146876349        31.111700941330515       31.111599421093143       31.111605959521047       31.111559481948433       31.1115455952257         31.111564215687707       31.11158591083694        31.11160760598617        31.1116293011354         31.111650996284638       31.111672691433867       31.1116943865831         31.111701964888855       31.111707213569364       31.11171246224987        31.11171771093038        31.11172295961089        31.111728208291396       31.11173345697191        31.111738705652417       31.111743954332923       31.111749203013435       31.11175094031366        31.111752098150053       31.111753255986446       31.11175441382284        31.111755571659238       31.111756729495628       31.111757887332022       31.111759045168416       31.111760203004813       31.111761360841207       31.11176156646987        31.111761614960912       31.111761663451954       31.111761711942997       31.111761760434042       31.111761808925085       31.111761857416127       31.11176190590717        31.111761954398215       31.111762002889257       31.11176215031117        31.1117623140591         31.111762477807027       31.111762641554957       31.111762805302885       31.111762969050815       31.111763132798743       31.111763296546673       31.1117634602946         31.111763624042528       31.11176361745384        31.111763582755426       31.11176354805702        31.111763513358607       31.111763478660194       31.11176344396178        31.111763409263375       31.111763374564962       31.11176333986655        31.11176330516814        31.111763343288832       31.11176339342646        31.111763443564087       31.11176349370172        31.11176354383935        31.111763593976974       31.111763644114603       31.111763694252236       31.11176374438986        31.11176379452749        31.11176377577023        31.111763745643618       31.111763715517007       31.1117636853904         31.11176365526379        31.11176362513718        31.111763595010572       31.11176356488396        31.111763534757355       31.111763504630744       31.111763522882764       31.111763549118447       31.111763575354125       31.1117636015898         31.111763627825482       31.11176365406116
-0.49699999999999966      2.0030194386527618       2.277494609122741        43.64536754941613        43.647652110688014       43.64290143381005        43.63934648716475        43.63667524047608        43.634570317747226       43.63296897268353        43.631816682668806       43.63090825927394        43.63030139751447        43.629961909049925       43.62965742230975        43.62951725202772        43.6295262808499         43.629462102420504       43.62944291973276        43.62946861737775        43.62949857589356        43.62952853440936        43.62955849292516        43.629588451440966       43.62961840995678        43.62964836847258        43.62965883288044        43.62966608028258        43.62967332768473        43.62968057508688        43.62968782248903        43.629695069891184       43.62970231729334        43.62970956469548        43.629716812097634       43.629724059499786       43.629726458266234       43.629728056888936       43.62972965551164        43.62973125413434        43.629732852757044       43.62973445137974        43.62973605000245        43.629737648625145       43.629739247247855       43.62974084587055        43.629741129761015       43.62974119668843        43.629741263615834       43.629741330543254       43.62974139747067        43.62974146439807        43.62974153132549        43.629741598252906       43.62974166518032        43.62974173210773        43.629741935667894       43.629742161775816       43.62974238788373        43.629742613991645       43.62974284009957        43.62974306620748        43.629743292315396       43.62974351842331        43.629743744531226       43.62974397063915        43.62974396152205        43.62974391358707        43.629743865652095       43.62974381771711        43.62974376978214        43.62974372184715        43.629743673912174       43.62974362597719        43.629743578042216       43.629743530107234       43.62974358276038        43.62974365201305        43.629743721265704       43.62974379051836        43.629743859771025       43.62974392902368        43.62974399827634        43.629744067528996       43.62974413678165        43.62974420603431        43.62974418011646        43.62974413849313        43.629744096869814       43.62974405524649        43.62974401362316        43.629743971999844       43.62974393037651        43.62974388875319        43.62974384712987        43.62974380550654        43.62974383072556        43.6297438669752         43.62974390322484        43.62974393947447        43.62974397572412        43.629744011973756
-0.49599999999999955      2.0040222649796884       2.370445771321876        53.48589504483223        53.48855898175299        53.48295680892153        53.47876428492891        53.47561399025975        53.47313159749278        53.471243057453606       53.46988407032435        53.468812745710935       53.46809710191726        53.467696807333525       53.46733773577009        53.46717243839813        53.46718308698061        53.467107392677256       53.467084754948566       53.467115037893755       53.46715037376033        53.467185709626904       53.467221045493474       53.46725638136004        53.467291717226615       53.467327053093186       53.467339395076486       53.46734794250534        53.467356489934204       53.467365037363074       53.467373584791936       53.467382132220806       53.46739067964967        53.46739922707852        53.46740777450739        53.467416321936255       53.46741915078411        53.4674210359259         53.467422921067694       53.46742480620949        53.467426691351285       53.46742857649308        53.467430461634876       53.46743234677667        53.46743423191846        53.46743611706026        53.467436451798214       53.46743653068154        53.46743660956486        53.467436688448174       53.467436767331485       53.4674368462148         53.46743692509813        53.467437003981445       53.46743708286476        53.46743716174807        53.46743740181638        53.467437668484166       53.46743793515194        53.467438201819725       53.467438468487515       53.467438735155284       53.467439001823074       53.46743926849086        53.46743953515864        53.467439801826416       53.46743979104134        53.46743973446975        53.467439677898156       53.46743962132656        53.46743956475496        53.46743950818337        53.467439451611774       53.46743939504018        53.46743933846858        53.467439281896986       53.46743934402129        53.467439425733325       53.46743950744536        53.467439589157394       53.46743967086943        53.46743975258147        53.46743983429351        53.467439916005546       53.467439997717584       53.46744007942962        53.46744004883241        53.46743999970142        53.46743995057043        53.46743990143945        53.46743985230846        53.46743980317747        53.46743975404648        53.46743970491549        53.46743965578451        53.46743960665352        53.46743963642467        53.46743967921662        53.46743972200856        53.4674397648005         53.46743980759245        53.46743985038439
-0.49499999999999944      2.0050231046771714       2.463700696034765        60.23693963576812        60.239762977544          60.23372830095746        60.22921154474643        60.22581770155024        60.22314342950233        60.221108872428395       60.21964475823806        60.218490639698175       60.21771975862424        60.217288645966974       60.21690185096443        60.21672379190811        60.216735262956995       60.216653707975176       60.21662929794541        60.21666188677391        60.21669996164299        60.21673803651206        60.216776111381144       60.21681418625022        60.216852261119286       60.21689033598836        60.21690363344442        60.2169128420199         60.2169220505954         60.216931259170885       60.21694046774637        60.21694967632187        60.21695888489735        60.21696809347284        60.216977302048335       60.21698651062382        60.21698955794439        60.21699158850686        60.21699361906932        60.216995649631784       60.216997680194254       60.21699971075672        60.21700174131919        60.21700377188165        60.21700580244411        60.21700783300658        60.21700819352172        60.2170082784381         60.21700836335449        60.217008448270875       60.21700853318727        60.217008618103655       60.21700870302004        60.21700878793643        60.217008872852816       60.21700895776921        60.21700921638814        60.21700950367226        60.21700979095638        60.2170100782405         60.217010365524615       60.21701065280874        60.217010940092855       60.21701122737697        60.217011514661095       60.21701180194521        60.21701179028112        60.21701172928324        60.217011668285366       60.21701160728749        60.21701154628961        60.217011485291735       60.21701142429386        60.21701136329598        60.217011302298104       60.21701124130023        60.21701130826515        60.217011396347075       60.217011484429          60.21701157251093        60.21701166059285        60.21701174867478        60.217011836756704       60.21701192483862        60.21701201292055        60.217012101002474       60.217012067996045       60.217012015007064       60.217011962018084       60.21701190902909        60.21701185604011        60.21701180305113        60.21701175006215        60.21701169707317        60.21701164408419        60.21701159109521        60.217011623209466       60.21701166936786        60.21701171552625        60.21701176168464        60.21701180784302        60.21701185400141
-0.49399999999999933      2.0060219528600323       2.55726328856613         64.06317666699924        64.06600833091605        64.05982126077765        64.05518976686243        64.05170985471631        64.04896782066238        64.04688166460883        64.04538035294374        64.04419702441065        64.04340673218968        64.04296487734356        64.04256832947908        64.04238578060107        64.04239753929508        64.04231390567425        64.0422888474327         64.04232221519597        64.04236126531185        64.04240031542776        64.04243936554364        64.04247841565953        64.04251746577543        64.04255651589132        64.04257015218822        64.04257959458197        64.04258903697573        64.04259847936947        64.04260792176322        64.04261736415697        64.04262680655071        64.04263624894446        64.04264569133821        64.04265513373196        64.0426582579333         64.04266033947799        64.0426624210227         64.04266450256739        64.04266658411208        64.04266866565678        64.04267074720147        64.04267282874616        64.04267491029086        64.04267699183556        64.04267736135151        64.04267744834074        64.04267753532997        64.0426776223192         64.04267770930844        64.04267779629767        64.0426778832869         64.04267797027613        64.04267805726536        64.0426781442546         64.04267840940213        64.04267870395016        64.04267899849819        64.0426792930462         64.04267958759424        64.04267988214227        64.04268017669028        64.04268047123831        64.04268076578633        64.04268106033436        64.0426810483203         64.04268098571596        64.04268092311163        64.04268086050729        64.04268079790296        64.04268073529863        64.0426806726943         64.04268061008996        64.04268054748563        64.0426804848813         64.0426805535876         64.04268064396337        64.04268073433913        64.0426808247149         64.04268091509067        64.04268100546645        64.0426810958422         64.04268118621798        64.04268127659375        64.04268136696952        64.0426813330725         64.04268127866743        64.04268122426234        64.04268116985727        64.0426811154522         64.04268106104712        64.04268100664204        64.04268095223696        64.0426808978319         64.04268084342681        64.04268087640685        64.04268092380758        64.0426809712083         64.04268101860903        64.04268106600975        64.04268111341047
-0.4929999999999992       2.0070188078342146       2.6511107148470905       65.4770505704555         65.47981531935751        65.47360452539364        65.46895454478877        65.46546095989768        65.4627082392276         65.46061390591088        65.45910663765157        65.45791875445312        65.45712554949208        65.45668221340638        65.45628418558623        65.45610095395169        65.45611275222527        65.45602877913552        65.45600358773288        65.45603702857633        65.4560762438488         65.45611545912126        65.45615467439373        65.45619388966618        65.45623310493865        65.45627232021111        65.45628601185324        65.45629549147066        65.45630497108807        65.45631445070549        65.45632393032292        65.45633340994034        65.45634288955776        65.45635236917518        65.4563618487926         65.45637132841001        65.45637446427814        65.4563765532721         65.45637864226605        65.45638073126001        65.45638282025396        65.45638490924792        65.45638699824188        65.45638908723583        65.4563911762298         65.45639326522375        65.45639363601146        65.45639372325299        65.45639381049452        65.45639389773605        65.45639398497758        65.45639407221913        65.45639415946066        65.45639424670219        65.45639433394373        65.45639442118527        65.45639468731598        65.4563949829678         65.4563952786196         65.45639557427141        65.45639586992321        65.45639616557503        65.45639646122684        65.45639675687865        65.45639705253046        65.45639734818226        65.45639733606303        65.45639727315404        65.45639721024503        65.45639714733603        65.45639708442704        65.45639702151803        65.45639695860903        65.45639689570002        65.45639683279103        65.45639676988202        65.45639683890144        65.45639692969229        65.45639702048312        65.45639711127397        65.45639720206482        65.45639729285566        65.4563973836465         65.45639747443735        65.45639756522819        65.45639765601904        65.45639762193002        65.45639756723277        65.45639751253553        65.45639745783828        65.45639740314103        65.45639734844377        65.45639729374653        65.45639723904928        65.45639718435203        65.45639712965479        65.45639716282157        65.45639721048808        65.45639725815458        65.45639730582108        65.4563973534876         65.4563974011541
-0.4919999999999991       2.0080136685257584       2.7451944512743727       65.09302464662352        65.09570490134377        65.08948546619888        65.08482832829391        65.0813296624025         65.07857305506343        65.07647572445906        65.07496622913179        65.07377675269532        65.07298263808063        65.07253896936378        65.07214046165412        65.07195700593387        65.07196881081966        65.07188470568246        65.07185943987629        65.07189286432903        65.07193214968191        65.07197143503478        65.07201072038765        65.07205000574052        65.07208929109339        65.07212857644626        65.07214228972937        65.07215178299407        65.07216127625877        65.07217076952348        65.07218026278818        65.0721897560529         65.07219924931759        65.07220874258229        65.072218235847          65.0722277291117         65.07223086871157        65.07223295980098        65.07223505089038        65.0722371419798         65.0722392330692         65.07224132415861        65.07224341524802        65.07224550633744        65.07224759742685        65.07224968851625        65.07225005963296        65.07225014691201        65.07225023419107        65.07225032147012        65.07225040874917        65.07225049602823        65.07225058330728        65.07225067058633        65.07225075786539        65.07225084514444        65.07225111156978        65.07225140755864        65.07225170354752        65.07225199953638        65.07225229552526        65.07225259151411        65.072252887503          65.07225318349187        65.07225347948074        65.0722537754696         65.0722537632777         65.07225370022842        65.07225363717914        65.07225357412986        65.07225351108058        65.0722534480313         65.07225338498202        65.07225332193273        65.07225325888346        65.07225319583418        65.07225326499085        65.07225335596476        65.07225344693867        65.07225353791257        65.07225362888649        65.0722537198604         65.0722538108343         65.07225390180821        65.07225399278212        65.07225408375602        65.07225404955943        65.07225399470666        65.07225393985388        65.07225388500109        65.07225383014831        65.07225377529554        65.07225372044275        65.07225366558997        65.07225361073718        65.0722535558844         65.07225358915684        65.0722536369721         65.07225368478737        65.07225373260263        65.0722537804179         65.07225382823316
-0.490999999999999        2.009006534033869        2.8394413464880617       63.47302796200454        63.475641062386025       63.46936130772146        63.46465846001824        63.46112583071031        63.45834260954847        63.45622500435767        63.45470085811586        63.45350001053039        63.45269847634849        63.45225085825247        63.451848599411136       63.451663411641          63.45167531627369        63.451590387345384       63.45156483859641        63.451598520118885       63.45163820021829        63.45167788031769        63.451717560417094       63.4517572405165         63.451796920615905       63.4518366007153         63.451850448583194       63.45186003349961        63.45186961841602        63.45187920333243        63.451888788248844       63.45189837316526        63.45190795808167        63.451917542998075       63.45192712791449        63.4519367128309         63.451939881860284       63.451941992111024       63.45194410236176        63.45194621261249        63.451948322863224       63.45195043311396        63.4519525433647         63.45195465361544        63.45195676386617        63.451958874116904       63.45195924860747        63.45195933665506        63.45195942470264        63.45195951275023        63.45195960079781        63.45195968884539        63.45195977689298        63.45195986494056        63.45195995298815        63.45196004103573        63.45196030991742        63.451960608641166       63.451960907364914       63.451961206088654       63.4519615048124         63.45196180353616        63.4519621022599         63.451962400983646       63.451962699707394       63.45196299843114        63.45196298607645        63.451962922386194       63.45196285869593        63.45196279500567        63.45196273131541        63.451962667625146       63.45196260393489        63.45196254024462        63.451962476554364       63.451962412864106       63.451962482715714       63.45196257460502        63.45196266649432        63.451962758383615       63.45196285027292        63.45196294216221        63.45196303405151        63.451963125940814       63.45196321783011        63.45196330971942        63.45196327514079        63.45196321969187        63.45196316424294        63.451963108794025       63.4519630533451         63.451962997896175       63.45196294244725        63.451962886998324       63.451962831549395       63.45196277610048        63.451962809747          63.45196285809645        63.4519629064459         63.451962954795356       63.45196300314482        63.45196305149427
